ID,Author,central number,cumulative # of papers,cumulative  of co-authors,cumulative # of journals,min year of publication,max year of publication,cluster size
56356,S Halfhill,1,1,2,1,1977,1977,3
56357,M Halfhill,1,1,2,1,1977,1977,3
56358,W Gillingham,1,1,2,1,1977,1977,3
56404,Heard Marshall,1,1,2,1,1976,1976,3
56405,Jackson Richard,1,1,2,1,1976,1976,3
56406,Smith Charles,1,1,2,1,1976,1976,3
57582,Peter Lewinsohn,1.5,1,1,1,1987,1987,3
57612,Gerald Metalsky,1,1,2,1,1987,1987,3
57517,Herbert Marsh,1,1,2,1,1986,1986,3
57445,Rozin Paul,1,1,2,1,1986,1986,3
57463,Robert Bornstein,1,1,2,1,1987,1987,3
57312,Sarah Hampson,1,1,2,1,1986,1986,3
57291,Edward Deci,1.5,1,1,1,1987,1987,3
57734,Gary Evans,1,1,2,1,1987,1987,3
57735,N Palsane,1,1,2,1,1987,1987,3
57747,John Davies,1,1,2,1,1984,1984,3
57762,Irving Kirsch,1,1,2,1,1986,1986,3
57688,Heron Connie,1.5,1,1,1,1987,1987,3
58018,Richard Fabes,1,1,2,1,1987,1987,3
58031,Peter Ditto,1,1,2,1,1986,1986,3
58032,John Jemmott,1,1,2,1,1986,1986,3
58042,Mary Parpal,1.5,1,1,1,1987,1987,3
57875,Huston Ted,1,1,2,1,1986,1986,3
57824,Hannover Bettina,1,1,2,1,1987,1987,3
56707,Oliver John,1,1,2,1,1986,1986,3
56711,James Kulik,1,1,2,1,1986,1986,3
56673,Wortman Camille,1,1,2,1,1987,1987,3
56674,Lehman Darrin,1,1,2,1,1987,1987,3
56695,Neil Malamuth,1,1,2,1,1986,1986,3
56696,Rowell Huesmann,1,1,2,1,1987,1987,3
56635,Dan Mcadams,1,1,2,1,1986,1986,3
56642,Gifford Weary,1,1,2,1,1987,1987,3
56624,Mark Lepper,1,1,2,1,1986,1986,3
57041,Ross Michael,1,1,2,1,1986,1986,3
57067,Rex Wright,1,1,2,1,1986,1986,3
57080,Lee Ross,1,1,2,1,1986,1986,3
57095,Abramson Lyn,1,1,2,1,1987,1987,3
56989,Messe Lawrence,1,1,2,1,1986,1986,3
56909,Miller Norman,1,1,2,1,1986,1986,3
56936,Heike Mahler,1,1,2,1,1986,1986,3
56955,Kenrick Douglas,1,1,2,1,1987,1987,3
56023,Draper Norman,1,1,2,1,1969,1969,3
56024,Hunter William,1,1,2,1,1969,1969,3
56025,Tierney David,1,1,2,1,1969,1969,3
55980,B Hotchkiss,1,1,2,1,1951,1951,3
55981,Ernest Bradford,1,1,2,1,1951,1951,3
55982,D Converse,1,1,2,1,1951,1951,3
55939,W Wingate,1,1,2,1,1941,1941,3
55940,R Hawkinson,1,1,2,1,1941,1941,3
55941,V Read,1,1,2,1,1941,1941,3
56243,Braucher Charles,1.5,1,1,1,1970,1970,3
56187,Clevenger Theodore,1,1,2,1,1965,1965,3
56188,Lazier Gilbert,1,1,2,1,1965,1965,3
56189,Leitner Margaret,1,1,2,1,1965,1965,3
56032,Evanson Robert,1.5,1,1,1,1969,1969,3
56105,Mercurio Joseph,1.5,1,1,1,1974,1974,3
56165,Bowen Lawrence,1,1,2,1,1972,1972,3
56169,F Buck,1,1,2,1,1965,1965,3
56170,G Pyatt,1,1,2,1,1965,1965,3
37536,Ming Huang,1,1,2,1,1984,1984,3
37485,Larry Perry,1,1,2,1,1985,1985,3
37487,Glenn Henderson,1,1,2,1,1985,1985,3
37490,Emre Veral,1.5,1,1,1,1985,1985,3
37416,James Hansen,1,1,2,1,1979,1979,3
37434,Hani Mesak,1.5,1,1,1,1979,1979,3
37684,E Daniel,1.5,1,1,1,1984,1984,3
37656,Zanakis Stelios,1,1,2,1,1986,1986,3
37692,Jeff Heyl,1,1,2,1,1984,1984,3
37693,Thomas Callarman,1,1,2,1,1984,1984,3
37694,John Morecroft,1,1,2,1,1984,1984,3
37826,Thomas Clark,1,1,2,1,1983,1983,3
37827,Robert Trempe,1,1,2,1,1983,1983,3
37828,Herbert Trichlin,1,1,2,1,1983,1983,3
38149,James Kinard,1.5,1,1,1,1981,1981,3
38105,James Carnahan,1,1,2,1,1983,1983,3
38025,Robert Swieringa,1.5,1,1,1,1982,1982,3
38069,Phillip Carter,1,1,2,1,1979,1979,3
37878,Robert Holt,1,1,2,1,1983,1983,3
37879,Vida Scarpello,1,1,2,1,1983,1983,3
37880,Raymond Carroll,1,1,2,1,1983,1983,3
37835,Amitava Mitra,1,1,2,1,1983,1983,3
37839,Shmuel Nitzan,1.5,1,1,1,1983,1983,3
37837,Ness Van,1.5,1,1,1,1983,1983,3
37982,Urban Wemmerloev,1.5,1,1,1,1982,1982,3
37913,Sherman Cheung,1,1,2,1,1985,1985,3
38262,Gerald Gaither,1,1,2,1,1981,1981,3
38263,Fred Dukes,1,1,2,1,1981,1981,3
38264,John Swanson,1,1,2,1,1981,1981,3
38178,Paul Timothy,1,1,2,1,1985,1985,3
38369,Alvaro Ascui,1.5,1,1,1,1980,1980,3
38371,Jose Tanchoco,1,1,2,1,1980,1980,3
38372,Robert Davis,1,1,2,1,1980,1980,3
38373,Richard Wysk,1,1,2,1,1980,1980,3
38327,Grahame Dowling,1.5,1,1,1,1978,1978,3
38468,Edward Lawrence,1.5,1,1,1,1987,1987,3
38398,Fredric Jacobs,1.5,1,1,1,1980,1980,3
38407,D Jobson,1.5,1,1,1,1980,1980,3
38683,K Sengupta,1.5,1,1,1,1977,1977,3
38702,Robert Brown,1,1,2,1,1986,1986,3
38703,Thomas Conine,1,1,2,1,1986,1986,3
38675,David Grigsby,1.5,1,1,1,1987,1987,3
38638,Kerry Kilpatrick,1.5,1,1,1,1978,1978,3
38489,Edward Yost,1.5,1,1,1,1979,1979,3
38490,Oscar Fowler,1.5,1,1,1,1979,1979,3
38491,Robert Ackelsberg,1.5,1,1,1,1979,1979,3
38519,Tony Wingler,1.5,1,1,1,1979,1979,3
38548,M Sibley,1.5,1,1,1,1979,1979,3
38557,Jeffrey Liker,1,1,2,1,1987,1987,3
38562,James Mckeown,1.5,1,1,1,1978,1978,3
38572,Alan Muhlemann,1,1,2,1,1978,1978,3
38573,Alan Lockett,1,1,2,1,1978,1978,3
38574,Anthony Gear,1,1,2,1,1978,1978,3
38577,Urban Wemmerlov,1.5,1,1,1,1984,1984,3
38550,William Peters,1.5,1,1,1,1979,1979,3
39644,Richard Miller,1,1,2,1,1985,1985,3
39645,William Lewis,1,1,2,1,1985,1985,3
39719,Ronald Savitt,1.5,1,1,1,1982,1982,3
39686,Gould Stephen,1,1,2,1,1987,1987,3
39771,A Meidan,1.5,1,1,1,1975,1975,3
39075,Gwyn Rowley,1,1,2,1,1986,1986,3
39076,Keith Barker,1,1,2,1,1986,1986,3
39077,Victor Callaghan,1,1,2,1,1986,1986,3
39081,Hui Yer,1,1,2,1,1984,1984,3
39431,Douglas Brownlie,1,1,2,1,1973,1973,3
38863,Ardekani Beheshtian,1.5,1,1,1,1986,1986,3
38858,Lazaros Mavrides,1,1,2,1,1986,1986,3
38859,Emmanuel Roussakis,1,1,2,1,1986,1986,3
38877,Yogesh Agarwal,1,1,2,1,1985,1985,3
38969,Robert Meyer,1.5,1,1,1,1985,1985,3
38777,Der Van,1,1,2,1,1978,1978,3
38827,Jack Jones,1.5,1,1,1,1986,1986,3
38763,Lawrence Gooch,1.5,1,1,1,1976,1976,3
40495,Lawrence Knight,1.5,1,1,1,1981,1981,3
40318,Catherine Toner,1.5,1,1,1,1983,1983,3
40326,Martin James,1.5,1,1,1,1983,1983,3
40368,Igor Ansoff,1,1,2,1,1982,1982,3
40369,Werner Kirsch,1,1,2,1,1982,1982,3
40370,Peter Roventa,1,1,2,1,1982,1982,3
40241,Daniel Slate,1.5,1,1,1,1983,1983,3
39855,Mai Anttila,1,1,2,1,1980,1980,3
39856,Den Van,1,1,2,1,1980,1980,3
39857,Kristian Moeller,1,1,2,1,1980,1980,3
40036,P Bannister,1.5,1,1,1,1978,1978,3
39976,Carl Christensen,1,1,2,1,1987,1987,3
39977,Rocha Da,1,1,2,1,1987,1987,3
40221,John Wagle,1.5,1,1,1,1984,1984,3
40061,G Hayward,1,1,2,1,1977,1977,3
40062,Dh Allen,1,1,2,1,1977,1977,3
40063,J Masterson,1,1,2,1,1977,1977,3
40114,I Hawkins,1.5,1,1,1,1976,1976,3
42913,Kenneth White,1,1,2,1,1980,1980,3
42914,Chris Anzalone,1,1,2,1,1980,1980,3
42915,Donald Barbour,1,1,2,1,1980,1980,3
42900,Peter Roslow,1.5,1,1,1,1980,1980,3
42903,Bailey Scott,1,1,2,1,1986,1986,3
42808,R Pironti,1,1,2,1,1981,1981,3
42809,Morton Vitriol,1,1,2,1,1981,1981,3
42810,Andrew Thurm,1,1,2,1,1981,1981,3
42860,Michael Thiel,1.5,1,1,1,1980,1980,3
43004,Tom Rich,1,1,2,1,1978,1978,3
43005,David Owens,1,1,2,1,1978,1978,3
43006,Irving Ellenbogen,1,1,2,1,1978,1978,3
42985,Edward Rhodes,1,1,2,1,1979,1979,3
42986,Norman Leferman,1,1,2,1,1979,1979,3
42987,Elizabeth Cook,1,1,2,1,1979,1979,3
42573,Firooz Hekmat,1.5,1,1,1,1985,1985,3
42584,Paul Kohn,1,1,2,1,1984,1984,3
42585,Reginald Smart,1,1,2,1,1984,1984,3
42586,Alan Ogborne,1,1,2,1,1984,1984,3
42513,Robert Cardinal,1,1,2,1,1977,1977,3
42514,Ronald Sanderson,1,1,2,1,1977,1977,3
42679,Maddox Lynda,1,1,2,1,1987,1987,3
42641,John Kilpatrick,1.5,1,1,1,1978,1978,3
42646,Anthony Adams,1,1,2,1,1986,1986,3
43343,Bernon Jones,1.5,1,1,1,1973,1973,3
43383,H Britt,1,1,2,1,1972,1972,3
43384,C Adams,1,1,2,1,1972,1972,3
43146,Frankel Lester,1.5,1,1,1,1977,1977,3
43249,Louis Morris,1,1,2,1,1985,1985,3
43250,Michael Ruffner,1,1,2,1,1985,1985,3
43251,Ronald Klimberg,1,1,2,1,1985,1985,3
43233,William Moran,1.5,1,1,1,1986,1986,3
43270,Michael Occhiogrosso,1.5,1,1,1,1985,1985,3
43257,Abdul Azhari,1.5,1,1,1,1975,1975,3
43768,Ronald Hoffmeister,1,1,2,1,1987,1987,3
43769,Patrick Hays,1,1,2,1,1987,1987,3
43770,Gary Kelley,1,1,2,1,1987,1987,3
43727,Mark Cross,1,1,2,1,1987,1987,3
43728,Wallace Davidson,1,1,2,1,1987,1987,3
43729,John Thornton,1,1,2,1,1987,1987,3
43776,Larry Johnson,1,1,2,1,1987,1987,3
43777,John Brick,1,1,2,1,1987,1987,3
43778,Kelly Price,1,1,2,1,1987,1987,3
43926,Reinhard Schmidt,1.5,1,1,1,1985,1985,3
43904,Y Izan,1.5,1,1,1,1985,1985,3
43879,J Buckley,1.5,1,1,1,1986,1986,3
43969,David Leonard,1.5,1,1,1,1985,1985,3
43611,Walters Rockney,1.5,1,1,1,1986,1986,3
40978,Raj Aggarwal,1,1,2,1,1980,1980,3
40938,William Sutliff,1.5,1,1,1,1977,1977,3
40915,Alvin Dirksen,1.5,1,1,1,1977,1977,3
40908,Richard Skov,1,1,2,1,1985,1985,3
40623,Ake Flodhammer,1.5,1,1,1,1980,1980,3
40624,H Buttner,1.5,1,1,1,1980,1980,3
40621,Brian Latham,1.5,1,1,1,1980,1980,3
40668,Lawrence Welch,1,1,2,1,1978,1978,3
40655,Charles Schweitzer,1.5,1,1,1,1980,1980,3
40679,David Grace,1.5,1,1,1,1980,1980,3
40737,Clive Petty,1.5,1,1,1,1979,1979,3
40713,Phyllis Connolly,1,1,2,1,1979,1979,3
40714,Harry Demas,1,1,2,1,1979,1979,3
40715,Richard Bobbe,1,1,2,1,1979,1979,3
40761,A Watt,1.5,1,1,1,1979,1979,3
41309,Douglas Bowman,1,1,2,1,1973,1973,3
41153,B Ross,1.5,1,1,1,1975,1975,3
41013,Muhittin Oral,1,1,2,1,1981,1981,3
41029,E Bailey,1.5,1,1,1,1976,1976,3
42161,Craig Andrews,1,1,2,1,1987,1987,3
41616,M Bougie,1,1,2,1,1985,1985,3
41402,Alan Singer,1,1,2,1,1984,1984,3
41720,Kim Ken,1,1,2,1,1986,1986,3
41782,Johnson Lester,1.5,1,1,1,1983,1983,3
41989,Gurprit Kindra,1,1,2,1,1985,1985,3
44881,Richard Sexton,1,1,2,1,1987,1987,3
44882,Nancy Johnson,1,1,2,1,1987,1987,3
44883,Akira Konakayama,1,1,2,1,1987,1987,3
44865,Danny Moore,1,1,2,1,1986,1986,3
44867,Kanchana Thamodaran,1,1,2,1,1986,1986,3
44814,Molly Longstreth,1,1,2,1,1984,1984,3
44815,Anne Coveney,1,1,2,1,1984,1984,3
44816,Jean Bowers,1,1,2,1,1984,1984,3
44828,Steven Silver,1.5,1,1,1,1984,1984,3
44834,Renee Vannieuwkerk,1,1,2,1,1985,1985,3
44750,Thomas Heberlein,1,1,2,1,1982,1982,3
44752,Bonnie Ortiz,1,1,2,1,1982,1982,3
44757,Yvonne Clarke,1.5,1,1,1,1982,1982,3
44727,James Hauver,1,1,2,1,1981,1981,3
44728,John Goodman,1,1,2,1,1981,1981,3
44729,Marc Grainer,1,1,2,1,1981,1981,3
44731,Vicki Schram,1.5,1,1,1,1981,1981,3
44785,Robert Archibald,1,1,2,1,1983,1983,3
44786,Clyde Haulman,1,1,2,1,1983,1983,3
44787,Carlisle Moody,1,1,2,1,1983,1983,3
44765,Sherman Hanna,1.5,1,1,1,1983,1983,3
44742,James Wetzel,1.5,1,1,1,1982,1982,3
45222,Robert Posch,1.5,1,1,1,1982,1982,3
44930,Daniel Romer,1,1,2,1,1986,1986,3
44896,Mark Pavelchak,1,1,2,1,1986,1986,3
44348,David Scott,1,1,2,1,1980,1980,3
44349,William Petty,1,1,2,1,1980,1980,3
44350,Wayne Shepherd,1,1,2,1,1980,1980,3
44406,Lawrence Jenicke,1,1,2,1,1979,1979,3
44292,George Oldfield,1.5,1,1,1,1981,1981,3
44311,Richard Ettenson,1.5,1,1,1,1986,1986,3
44313,Michael Simkowitz,1.5,1,1,1,1980,1980,3
44314,Saul Adelman,1,1,2,1,1980,1980,3
44315,James Trieschmann,1,1,2,1,1980,1980,3
44316,Jack Nicholson,1,1,2,1,1980,1980,3
44328,Ronald Vogel,1.5,1,1,1,1980,1980,3
44277,M Barnes,1.5,1,1,1,1981,1981,3
44275,Corwin Grube,1.5,1,1,1,1981,1981,3
44258,Yaacov Schul,1,1,2,1,1987,1987,3
44548,P Bohl,1.5,1,1,1,1975,1975,3
44494,Keith Johnson,1.5,1,1,1,1977,1977,3
44473,Bernell Stone,1,1,2,1,1977,1977,3
44474,David Downes,1,1,2,1,1977,1977,3
44475,Robert Magee,1,1,2,1,1977,1977,3
44670,Karen Morgan,1,1,2,1,1979,1979,3
44671,Edward Metzen,1,1,2,1,1979,1979,3
44672,R Johnson,1,1,2,1,1979,1979,3
44698,Mona Clee,1.5,1,1,1,1980,1980,3
44647,Jeanne Hafstrom,1.5,1,1,1,1978,1978,3
45943,Noel Zabriskie,1.5,1,1,1,1978,1978,3
45922,Leland Ott,1,1,2,1,1978,1978,3
45926,John Huppertz,1,1,2,1,1978,1978,3
45927,Sidney Arenson,1,1,2,1,1978,1978,3
45928,Richard Evans,1,1,2,1,1978,1978,3
45970,Barbara Bailar,1,1,2,1,1977,1977,3
45971,Leroy Bailey,1,1,2,1,1977,1977,3
45878,Joseph Boyett,1.5,1,1,1,1979,1979,3
45485,Kent Kohnken,1.5,1,1,1,1978,1978,3
45479,David Rogers,1.5,1,1,1,1978,1978,3
45469,C Cotton,1.5,1,1,1,1978,1978,3
45510,Helen Lowry,1.5,1,1,1,1977,1977,3
45501,Stephen Sturman,1.5,1,1,1,1977,1977,3
45660,Josef Rokus,1.5,1,1,1,1973,1973,3
45709,Benedict Dellaert,1,1,2,1,1981,1981,3
46291,Jeffrey Pinto,1.5,1,1,1,1987,1987,3
46183,K Sheinkopf,1,1,2,1,1972,1972,3
46184,C Atkin,1,1,2,1,1972,1972,3
46753,Jacob Siegel,1.5,1,1,1,1974,1974,3
46758,Josephine Saunders,1,1,2,1,1973,1973,3
46759,Sam Coskun,1,1,2,1,1973,1973,3
46760,Eni Toqier,1,1,2,1,1973,1973,3
46765,Glen Weisbrod,1,1,2,1,1984,1984,3
46766,Robert Parcells,1,1,2,1,1984,1984,3
46767,Clifford Kern,1,1,2,1,1984,1984,3
47000,Ghon Rhee,1,1,2,1,1985,1985,3
47001,Rosita Chang,1,1,2,1,1985,1985,3
47452,Dean Boyd,1,1,2,1,1982,1982,3
47453,Robert Phillips,1,1,2,1,1982,1982,3
47454,Stephan Regulinski,1,1,2,1,1982,1982,3
47455,E Ingall,1,1,2,1,1982,1982,3
47456,G Carter,1,1,2,1,1982,1982,3
47457,K Rider,1,1,2,1,1982,1982,3
47411,Ross Johnson,1.5,1,1,1,1973,1973,3
47594,R Kohl,1,1,2,1,1981,1981,3
47596,R Gerardi,1,1,2,1,1981,1981,3
47529,I Kurtulus,1.5,1,1,1,1982,1982,3
47483,Nitin Patel,1.5,1,1,1,1982,1982,3
47741,Richard Fennell,1.5,1,1,1,1981,1981,3
47784,Donald Gross,1,1,2,1,1987,1987,3
47785,Douglas Miller,1,1,2,1,1987,1987,3
47737,Daniel White,1.5,1,1,1,1981,1981,3
47818,Ronald Cummings,1,1,2,1,1981,1981,3
47819,Glenn Morris,1,1,2,1,1981,1981,3
47820,Inja Paik,1,1,2,1,1981,1981,3
47643,Jean Malouin,1,1,2,1,1981,1981,3
47644,Joel Rahn,1,1,2,1,1981,1981,3
47605,J Chambers,1.5,1,1,1,1981,1981,3
47606,Nancy Jacob,1.5,1,1,1,1981,1981,3
47677,Singha Chiamsiri,1.5,1,1,1,1981,1981,3
47665,Frederic Murphy,1,1,2,1,1987,1987,3
47704,R Elken,1,1,2,1,1981,1981,3
47705,T Freedman,1,1,2,1,1981,1981,3
47706,E Gibson,1,1,2,1,1981,1981,3
47343,John Lindgren,1,1,2,1,1980,1980,3
47344,Konopa Jr,1,1,2,1,1980,1980,3
47345,J Leonard,1,1,2,1,1980,1980,3
47326,Elaine Bratic,1,1,2,1,1981,1981,3
47327,Rachel Greenberg,1,1,2,1,1981,1981,3
47328,Phyllis Petersen,1,1,2,1,1981,1981,3
47351,Alexander Ring,1,1,2,1,1980,1980,3
47352,Mitchell Shriber,1,1,2,1,1980,1980,3
47353,Raymond Horton,1,1,2,1,1980,1980,3
47189,Keith Stephens,1,1,2,1,1983,1983,3
47190,Myron Leonard,1,1,2,1,1983,1983,3
47191,John Manock,1,1,2,1,1983,1983,3
47192,Charles Prohaska,1.5,1,1,1,1983,1983,3
47251,John Petrof,1,1,2,1,1982,1982,3
47252,Elie Sayegh,1,1,2,1,1982,1982,3
47253,Pandelis Vlahopoulos,1,1,2,1,1982,1982,3
47102,Paul Merenski,1,1,2,1,1985,1985,3
47083,Richard Reardon,1,1,2,1,1987,1987,3
47126,Elaine Fry,1,1,2,1,1985,1985,3
47127,Glenn Walters,1,1,2,1,1985,1985,3
47128,Lawrence Scheuermann,1,1,2,1,1985,1985,3
47129,Edward Bruning,1,1,2,1,1985,1985,3
47130,Mary Kovacic,1,1,2,1,1985,1985,3
47131,Larry Oberdick,1,1,2,1,1985,1985,3
47206,Steven Lamb,1.5,1,1,1,1983,1983,3
47180,Maurice Clabaugh,1,1,2,1,1984,1984,3
47181,Wallace Jr,1,1,2,1,1984,1984,3
47182,R Joanna,1,1,2,1,1984,1984,3
48404,David Lucantoni,1.5,1,1,1,1979,1979,3
48337,Ali Dogramaci,1.5,1,1,1,1979,1979,3
48357,Lynn Mckell,1,1,2,1,1979,1979,3
48358,Lester Heitger,1,1,2,1,1979,1979,3
48425,Michael Kersnick,1.5,1,1,1,1979,1979,3
48512,C Kallenberg,1.5,1,1,1,1979,1979,3
48488,Peter Rydell,1,1,2,1,1979,1979,3
48489,John Mulford,1,1,2,1,1979,1979,3
48490,Lawrence Kozimor,1,1,2,1,1979,1979,3
48493,Samorodnitsky Gennady,1,1,2,1,1985,1985,3
48757,James Gapinski,1.5,1,1,1,1978,1978,3
48724,John Nackel,1,1,2,1,1978,1978,3
48725,Jay Goldman,1,1,2,1,1978,1978,3
48726,William Fairman,1,1,2,1,1978,1978,3
48731,William Eadington,1.5,1,1,1,1978,1978,3
48708,Boudreau John,1,1,2,1,1983,1983,3
48617,Roberto Galvao,1.5,1,1,1,1978,1978,3
48636,Thomas Mairs,1,1,2,1,1978,1978,3
48637,Glenn Wakefield,1,1,2,1,1978,1978,3
48638,Ellis Johnson,1,1,2,1,1978,1978,3
48539,Theodore Groves,1.5,1,1,1,1979,1979,3
48095,Morris Degroot,1,1,2,1,1978,1978,3
48101,Hiroyuki Itami,1.5,1,1,1,1980,1980,3
48150,Giorgio Carpaneto,1.5,1,1,1,1980,1980,3
48168,Josef Hadar,1,1,2,1,1982,1982,3
48291,Martello Silvano,1.5,1,1,1,1984,1984,3
48323,Susan Cohen,1.5,1,1,1,1984,1984,3
47842,Aziz Bouzaher,1.5,1,1,1,1981,1981,3
47935,Kuelen Van,1,1,2,1,1981,1981,3
47936,Jaap Spronk,1,1,2,1,1981,1981,3
47937,Wayne Corcoran,1,1,2,1,1981,1981,3
48028,Myron Greene,1.5,1,1,1,1980,1980,3
47977,Mandelbaum Avishai,1.5,1,1,1,1983,1983,3
47983,Cyert Richard,1,1,2,1,1978,1978,3
49044,Louis Tornatzky,1,1,2,1,1983,1983,3
49046,Juval Goldwerger,1.5,1,1,1,1977,1977,3
49037,Martin Bariff,1.5,1,1,1,1977,1977,3
49022,Alvin Roth,1.5,1,1,1,1977,1977,3
49127,Alwalid Elshafei,1.5,1,1,1,1977,1977,3
49092,Tapan Sen,1.5,1,1,1,1984,1984,3
49177,G Chowdhury,1.5,1,1,1,1977,1977,3
49148,Michael Mccrae,1.5,1,1,1,1987,1987,3
48872,Jack Shapiro,1.5,1,1,1,1978,1978,3
48823,Rubinstein Reuven,1,1,2,1,1985,1985,3
48765,Varda Liberman,1.5,1,1,1,1978,1978,3
48789,T Doshi,1,1,2,1,1978,1978,3
48790,J Talman,1,1,2,1,1978,1978,3
48854,L Cooper,1,1,2,1,1978,1978,3
48855,R Helgason,1,1,2,1,1978,1978,3
49480,Bani Sinha,1.5,1,1,1,1976,1976,3
49425,J Lawrence,1,1,2,1,1986,1986,3
49426,H Edmundson,1,1,2,1,1986,1986,3
49427,J O'connor,1,1,2,1,1986,1986,3
49331,Michael Toman,1,1,2,1,1987,1987,3
49332,Howard Weiss,1,1,2,1,1987,1987,3
49229,Moshe Dror,1,1,2,1,1987,1987,3
49230,Helman Stern,1,1,2,1,1987,1987,3
49231,Jan Lenstra,1,1,2,1,1987,1987,3
49239,L Jaquette,1.5,1,1,1,1976,1976,3
49245,Grofman Bernard,1,1,2,1,1984,1984,3
49190,Irving Lavalle,1,1,2,1,1987,1987,3
49191,R Jagannathan,1,1,2,1,1987,1987,3
49192,Robert Nau,1,1,2,1,1987,1987,3
49164,Leonidas Kioussis,1,1,2,1,1987,1987,3
49335,Karl Sebastian,1.5,1,1,1,1987,1987,3
49286,G Strinivasan,1.5,1,1,1,1987,1987,3
50041,Raymond Boykin,1,1,2,1,1984,1984,3
50042,Raymond Freeman,1,1,2,1,1984,1984,3
50043,Reuven Levary,1,1,2,1,1984,1984,3
50123,J Maher,1,1,2,1,1973,1973,3
50124,C Gittins,1,1,2,1,1973,1973,3
50125,W Morgan,1,1,2,1,1973,1973,3
50062,J Ansell,1,1,2,1,1984,1984,3
50063,A Bendell,1,1,2,1,1984,1984,3
50064,S Humble,1,1,2,1,1984,1984,3
50082,David Briggs,1.5,1,1,1,1984,1984,3
49802,M Tijms,1.5,1,1,1,1974,1974,3
49914,R Jensen,1,1,2,1,1984,1984,3
49916,M Ghare,1,1,2,1,1984,1984,3
50014,Harold Luft,1.5,1,1,1,1973,1973,3
50016,B Pyle,1,1,2,1,1973,1973,3
50024,Roy Batchelor,1.5,1,1,1,1984,1984,3
49613,Mark Tippett,1.5,1,1,1,1986,1986,3
49672,S Panwalkar,1.5,1,1,1,1975,1975,3
49769,Ardekani Yasai,1,1,2,1,1986,1986,3
49781,Jean Ruth,1,1,2,1,1985,1985,3
49782,Leon Wyszewianski,1,1,2,1,1985,1985,3
49783,Gary Herline,1,1,2,1,1985,1985,3
49746,Gordon Pye,1.5,1,1,1,1974,1974,3
49757,P Brans,1.5,1,1,1,1985,1985,3
49827,Bajis Dodin,1.5,1,1,1,1985,1985,3
49828,Nissan Levin,1,1,2,1,1985,1985,3
49829,Asher Tishler,1,1,2,1,1985,1985,3
49830,Jacob Zahavi,1,1,2,1,1985,1985,3
49846,Moshe Shaked,1,1,2,1,1985,1985,3
49847,Takeshi Kawashima,1,1,2,1,1985,1985,3
49656,Bruce Berra,1.5,1,1,1,1975,1975,3
49576,Richard Pitbladdo,1,1,2,1,1984,1984,3
49477,Shu Liao,1.5,1,1,1,1986,1986,3
45833,Jeffrey Ford,1,6,1,3,1977,1987,2
42830,Gerald Glasser,1,4,1,2,1972,1981,2
42831,Gale Metzger,1,4,1,2,1972,1981,2
54649,Larry Jones,1,4,1,3,1980,1984,2
54736,Gunter Dufey,1,4,1,2,1975,1981,2
54737,Ian Giddy,1,4,1,2,1975,1981,2
51546,John Dittrich,1,4,1,2,1978,1982,2
52227,Fred Thompson,1,4,1,3,1980,1984,2
52247,Joseph Mccann,1,4,1,2,1979,1984,2
52624,Charles Snow,1,4,1,2,1976,1986,2
61430,Isaiah Litvak,1,3,1,1,1976,1984,2
61431,Christopher Maule,1,3,1,1,1976,1984,2
60214,Michael Brennan,1,3,1,1,1978,1985,2
59279,Loring Ingraham,1,3,1,1,1986,1987,2
59280,Thomas Wright,1,3,1,1,1986,1987,2
52246,John Camillus,1,3,1,2,1980,1985,2
52842,Alfred Jaeger,1,3,1,3,1978,1985,2
52782,V Murray,1,3,1,2,1976,1984,2
51590,Paul Sackett,1,3,1,2,1979,1981,2
38212,John Schermerhorn,1,3,1,2,1981,1983,2
39872,Allan Magrath,1,3,1,2,1987,1987,2
39873,Kenneth Hardy,1,3,1,2,1987,1987,2
42578,Pat Burr,1,3,1,2,1976,1977,2
42579,Richard Burr,1,3,1,2,1976,1977,2
44718,Keith Bryant,1,3,1,2,1980,1982,2
44719,Jennifer Gerner,1,3,1,2,1980,1982,2
47720,Schwartz Eduardo,1,3,1,1,1978,1985,2
49537,Michael Scriabin,1,2,1,1,1975,1985,2
49760,Manfred Kochen,1,2,1,1,1973,1974,2
49761,Karl Deutsch,1,2,1,1,1973,1974,2
50187,Howard Aldrich,1,2,1,2,1977,1983,2
49359,John Aram,1,2,1,2,1976,1981,2
49478,Steven Brams,1,2,1,1,1983,1986,2
49479,Samuel Merrill,1,2,1,1,1983,1986,2
48513,Steve Phillips,1,2,1,1,1977,1979,2
48514,Mohamed Dessouky,1,2,1,1,1977,1979,2
47330,Richard Jones,1,2,1,1,1981,1981,2
47348,Larry Lang,1,2,1,1,1980,1980,2
47349,Ronald Marks,1,2,1,1,1980,1980,2
47408,Carl Figliola,1,2,1,1,1973,1973,2
47409,Stanley Klein,1,2,1,1,1973,1973,2
46641,Eleanor May,1,2,1,2,1977,1978,2
46642,Malcolm Mcnair,1,2,1,2,1977,1978,2
46868,Mayers David,1,2,1,1,1981,1982,2
46869,Smith Clifford,1,2,1,1,1981,1982,2
46454,Chris Debresson,1,2,1,1,1985,1985,2
46455,Joseph Lampel,1,2,1,1,1985,1985,2
45888,Dennis Menezes,1,2,1,1,1979,1979,2
45889,Norbert Elbert,1,2,1,1,1979,1979,2
45866,Naomi Rothwell,1,2,1,1,1979,1979,2
