ID,Author,central number,cumulative # of papers,cumulative  of co-authors,cumulative # of journals,min year of publication,max year of publication,cluster size
37457,Clay Whybark,12.563387,5,5,1,1976,1985,3661
37702,Louviere Jordan,6.585519,5,11,5,1981,1987,3661
37649,Michael Hitt,7.379781,5,6,2,1982,1987,3661
37650,Duane Ireland,7.379781,5,6,2,1982,1987,3661
37771,William Wallace,8.105737,5,10,2,1973,1984,3661
37764,Charles Schwenk,9.180054,5,3,3,1979,1985,3661
38076,Norman Baker,8.434426,5,7,2,1976,1985,3661
38131,Paul Kuzdrall,7.04153,5,8,4,1976,1987,3661
38007,Dyer James,7.395628,5,5,2,1976,1982,3661
37990,Ralph Keeney,7.575683,5,9,3,1975,1984,3661
37774,Haim Levy,8.865573,5,4,2,1980,1986,3661
37865,Stuart Bretschneider,6.291803,5,5,3,1979,1983,3661
38214,David Curry,6.516666,5,10,3,1979,1986,3661
38156,Lawrence Richard,7.760655,5,4,4,1977,1982,3661
38202,Basheer Khumawala,9.585792,5,6,2,1973,1983,3661
38209,Anthony Pecotich,6.977868,5,4,5,1981,1987,3661
38349,Albert Rubenstein,14.38989,5,4,3,1974,1987,3661
38448,David Larcker,6.420491,5,4,2,1980,1984,3661
38387,Slocum John,7.578142,5,4,5,1975,1986,3661
38463,Calvin Duncan,7.001639,5,5,5,1979,1985,3661
38493,John Hershey,7.764754,5,6,4,1971,1985,3661
38512,David Mackay,7.734972,5,4,3,1976,1987,3661
38708,John Mowen,8.100273,5,9,4,1980,1986,3661
39515,Yehoshua Liebermann,8.628415,5,5,5,1983,1985,3661
38795,Dennis Sweeney,7.70765,5,6,2,1976,1984,3661
40398,Alok Chakrabarti,10.412841,5,5,1,1978,1982,3661
40419,James Wills,7.905464,5,7,4,1977,1986,3661
40554,John Coppett,8.883879,5,2,1,1980,1985,3661
40376,Torger Reve,7.325956,5,4,4,1979,1983,3661
40283,Robert Hansen,6.801639,5,6,4,1976,1983,3661
40275,Kenneth Schneider,9.630601,5,4,4,1979,1984,3661
40288,Michael Hutt,7.453278,5,7,4,1980,1986,3661
39838,Anthony Mcgann,10.100819,5,5,2,1975,1978,3661
40038,Valarie Zeithaml,7.143442,5,4,3,1984,1987,3661
39992,Elko Kleinschmidt,8.08142,5,2,4,1985,1987,3661
40179,James Narus,9.271038,5,4,3,1984,1987,3661
40176,Lonnie Ostrom,8.158469,5,6,2,1979,1986,3661
40219,Nicholas Williamson,7.492896,5,5,5,1983,1985,3661
40120,Boris Becker,7.952732,5,4,4,1976,1981,3661
42856,John Wheatley,8.253551,5,4,3,1970,1981,3661
43116,Thomas Stanley,6.986885,5,5,3,1976,1987,3661
42558,Timothy Meyer,9.357377,5,4,3,1978,1985,3661
42494,Marjorie Caballero,7.038251,5,6,4,1984,1986,3661
42478,Robert Chestnut,6.526775,5,7,3,1977,1984,3661
42526,Chem Narayana,8.058743,5,4,4,1974,1985,3661
42713,James Carman,6.610382,5,5,3,1980,1982,3661
42629,Raymond Marquardt,9.104918,5,5,3,1965,1984,3661
43361,Charles Schaninger,7.04836,5,6,4,1980,1986,3661
43392,Avijit Ghosh,6.604918,5,4,3,1982,1986,3661
43253,Keith Cox,7.7653,5,4,3,1972,1976,3661
43175,James Rothe,7.713934,5,4,4,1973,1985,3661
43190,Laurence Feldman,7.946994,5,3,5,1975,1984,3661
43790,Rowland Moriarty,6.910655,5,9,4,1982,1987,3661
43668,Douglas Tigert,6.639071,5,7,3,1967,1983,3661
40931,Alvin Burns,7.888797,5,4,3,1977,1982,3661
40893,Blair Little,6.521857,5,9,3,1977,1984,3661
40812,Robert Williams,6.883606,5,5,3,1978,1980,3661
40887,Oliva Terence,6.470765,5,7,5,1981,1987,3661
40683,Michael Munson,6.930601,5,3,5,1979,1983,3661
40684,Austin Spivey,7.534153,5,2,5,1978,1983,3661
40650,Gregory Upah,8.524316,5,4,4,1979,1985,3661
41256,Andrew Mitchell,6.479508,5,8,5,1979,1985,3661
41257,Edward Russo,6.868852,5,9,3,1975,1986,3661
41132,Ronald King,8.126775,5,4,4,1982,1986,3661
41152,Ravi Sarathy,10.390983,5,4,4,1983,1987,3661
41177,P Raj,8.013661,5,4,4,1985,1986,3661
41182,Ronald Dornoff,7.218852,5,6,3,1972,1977,3661
41017,Michael Ryan,6.411202,5,4,3,1976,1982,3661
41054,Bruce Walker,7.339344,5,6,5,1973,1987,3661
41102,Cornelis Kluyver,7.037431,5,5,5,1977,1987,3661
42133,Miniard Paul,7.030327,5,5,2,1978,1983,3661
42141,Robert Smith,6.769945,5,4,4,1976,1983,3661
42402,Surendra Singh,7.19754,5,3,3,1983,1987,3661
42343,Mary Gilly,7.044535,5,5,4,1982,1987,3661
42394,Barbara Pletcher,7.303278,5,3,2,1974,1979,3661
42472,Bergh Vanden,8.311475,5,7,4,1980,1987,3661
41518,Russell Belk,7.630601,5,7,1,1980,1985,3661
41400,Eitan Muller,5.944535,5,13,3,1978,1986,3661
41359,Douglas Maclachlan,6.995081,5,6,3,1976,1981,3661
41600,Robert Jacobson,7.033333,5,3,2,1981,1987,3661
41724,James Gentry,8.885245,5,5,4,1975,1987,3661
41882,Steven Wheelwright,7.115027,5,4,3,1976,1985,3661
42046,Richard Semenik,6.911202,5,5,2,1981,1986,3661
41962,Saeed Saimee,7.838251,5,4,3,1974,1985,3661
44818,Richard Johnson,8.578961,5,7,3,1984,1987,3661
44813,Robert Meyer,8.119125,5,5,4,1971,1985,3661
44800,George Haines,7.043442,5,6,5,1972,1987,3661
45402,Robert Ruekert,7.074863,5,4,3,1984,1987,3661
45296,Jean Larreche,6.736065,5,3,3,1977,1983,3661
45031,John Little,6.462568,5,9,4,1976,1981,3661
44909,Barbara Kahn,6.291256,5,9,4,1986,1987,3661
44242,Jerry Olson,6.92377,5,4,3,1978,1983,3661
44202,Douglas Behrman,7.682513,5,4,4,1979,1986,3661
44205,Wesley Jones,7.477595,5,6,3,1978,1982,3661
44404,John Mcconnell,12.691803,5,4,2,1979,1984,3661
44186,Poondi Varadarajan,6.630601,5,9,3,1981,1987,3661
44107,John Daniels,10.394808,5,6,4,1975,1985,3661
44059,Sidney Levy,7.13142,5,4,4,1969,1987,3661
44444,Charles Schewe,7.66612,5,4,4,1977,1982,3661
44458,Bitta Della,7.477049,5,6,4,1977,1983,3661
44668,Richard Mizerski,6.402732,5,10,4,1979,1986,3661
44620,James Shanteau,8.580601,5,4,2,1975,1984,3661
44614,Peter Bennett,7.387158,5,4,2,1969,1981,3661
44642,Stewart Bither,8.183333,5,4,2,1971,1987,3661
45997,Winston Ring,7.326775,5,2,1,1970,1976,3661
45837,Howard Moskowitz,12.386065,5,3,5,1980,1984,3661
45872,Paul Busch,7.905464,5,4,2,1976,1980,3661
45793,Eli Cox,8.036065,5,3,3,1974,1977,3661
45532,Joseph Guiltinan,7.510382,5,7,2,1978,1985,3661
45497,Spyros Makridakis,7.187978,5,4,2,1977,1986,3661
45632,Robert Hisrich,7.318852,5,5,5,1972,1986,3661
45625,William George,7.813387,5,4,5,1974,1986,3661
45667,Joe Dodson,5.86612,5,16,4,1978,1984,3661
45715,Prabhakant Sinha,7.731693,5,4,1,1979,1983,3661
46101,Zur Shapira,7.407377,5,4,3,1979,1987,3661
46126,A Cornelis,7.163387,5,3,5,1978,1987,3661
46659,Hirotaka Takeuchi,7.60601,5,4,2,1977,1986,3661
46527,Morris Mayer,7.088797,5,7,3,1972,1986,3661
46775,Joseph Mason,6.977322,5,5,3,1968,1976,3661
47680,Jeremy Shapiro,7.380601,5,9,3,1976,1986,3661
47086,Phillip Downs,8.45683,5,4,2,1983,1986,3661
47292,John Schlacter,7.965027,5,8,3,1979,1987,3661
47297,Stephen Cosmas,7.77459,5,3,2,1980,1981,3661
47306,Monroe Bird,9.353551,5,6,4,1970,1980,3661
48282,Moshe Kress,9.020765,5,5,2,1985,1986,3661
48224,Rajiv Banker,7.633606,5,7,1,1981,1986,3661
48182,Jean Blin,6.742896,5,6,3,1975,1980,3661
48002,Cynthia Montgomery,8.121038,5,4,2,1981,1987,3661
47939,Glenn Graves,12.57377,5,5,1,1974,1987,3661
48829,Leroy Schwarz,8.759016,5,6,1,1975,1985,3661
49453,Jane Dutton,11.516666,5,4,3,1983,1987,3661
49220,V Balachandran,7.399726,5,6,2,1974,1976,3661
49523,Ronald Turner,6.781147,5,4,4,1973,1984,3661
49555,William Glueck,9.708469,4,3,4,1973,1980,3661
49710,Darwin Klingman,8.901366,4,7,1,1972,1987,3661
50143,Ila Vertinsky,11.616393,4,7,2,1973,1982,3661
49218,William Gehrlein,8.67295,4,4,2,1975,1986,3661
49274,John Mamer,9.513661,4,3,1,1982,1987,3661
49449,Vincent Carroll,8.429781,4,5,4,1980,1987,3661
48921,Kan Rinnooy,8.53989,4,10,1,1977,1987,3661
48977,Anders Edstrom,11.427595,4,3,2,1977,1984,3661
49049,Lanzenauer Von,11.69153,4,3,3,1973,1977,3661
47869,Arthur Geoffrion,11.576775,4,6,2,1974,1981,3661
48208,John Muckstadt,7.483879,4,8,1,1980,1987,3661
48108,Eli Shlifer,9.515573,4,4,1,1975,1980,3661
48059,Yoram Kinberg,8.499726,4,2,2,1974,1980,3661
48642,Eli Segev,10.561475,4,3,2,1978,1981,3661
48759,Brian Talbot,9.600273,4,3,1,1978,1986,3661
48474,Van Andrew,8.377322,4,6,2,1976,1985,3661
48382,Hillel Einhorn,8.608196,4,2,2,1976,1987,3661
48268,Charles Kriebel,8.530601,4,4,2,1975,1982,3661
47243,Harold Berkman,8.741256,4,4,1,1974,1982,3661
47393,Ford Jr,7.283879,4,6,2,1974,1985,3661
47645,Steven Nahmias,8.702732,4,4,1,1979,1985,3661
47569,Ronald Armstrong,7.72459,4,6,1,1977,1982,3661
47682,Steven Maier,12.077868,4,6,1,1976,1983,3661
47738,Dan Laughhunn,7.553278,4,2,1,1980,1984,3661
47739,Roy Crum,7.553278,4,2,1,1980,1984,3661
47525,Paul Schoemaker,8.717759,4,3,2,1980,1985,3661
47285,Brentani De,7.553005,4,3,3,1981,1985,3661
46991,Nikhil Varaiya,6.690437,4,5,2,1985,1987,3661
46794,Roger Blackwell,7.319672,4,5,3,1970,1983,3661
46697,Earle Steinberg,6.94071,4,8,2,1976,1982,3661
46161,Stephen Smith,8.517759,4,5,1,1979,1985,3661
46215,I Adel,7.328688,4,3,4,1972,1986,3661
45690,Edward Mazze,10.03224,4,3,2,1972,1974,3661
45633,Michael Peters,7.963934,4,4,4,1973,1985,3661
45590,Eric Langeard,6.953005,4,3,3,1974,1980,3661
45489,Edward Cundiff,8.137978,4,4,2,1964,1978,3661
45490,Ivan Vernon,9.540983,4,5,4,1977,1987,3661
45523,Jerome Scott,7.847814,4,3,2,1976,1984,3661
45967,Charles Hollon,8.375409,4,3,2,1977,1984,3661
45955,Lawrence Lamont,7.703825,4,2,2,1973,1977,3661
45965,Seymour Sudman,11.2153,4,7,1,1965,1977,3661
45930,James Harris,7.832786,4,2,3,1978,1979,3661
44639,Kenneth Miller,6.875956,4,4,3,1977,1979,3661
44633,Myra Strober,7.062568,4,2,2,1977,1980,3661
44656,Clark Leavitt,6.992622,4,5,3,1976,1984,3661
44666,Michael Menasco,7.151092,4,3,3,1978,1983,3661
44673,Dennis Mcneill,6.919945,4,4,3,1979,1984,3661
44691,Carol Scott,6.703825,4,4,2,1976,1986,3661
44483,William Trombetta,8.26448,4,3,4,1975,1982,3661
44496,Robert Ferber,12.213934,4,3,4,1974,1977,3661
44514,Sanford Grossbart,7.711748,4,4,4,1975,1986,3661
44588,Masao Nakanishi,7.153278,4,3,2,1967,1983,3661
44603,William Brandt,6.957103,4,4,3,1974,1980,3661
44605,Harry Davis,6.937431,4,5,3,1972,1986,3661
44063,Bernard Pras,7.735792,4,2,2,1975,1984,3661
44087,David Jemison,13.423224,4,3,4,1983,1987,3661
44182,Nicholas Didow,7.536612,4,9,3,1982,1985,3661
44337,Michael Reilly,7.49754,4,4,2,1980,1987,3661
45040,James Jaccard,6.920491,4,5,3,1979,1987,3661
45292,David Huff,6.209016,4,5,2,1967,1984,3661
45270,Leonard Berry,7.527595,4,5,3,1976,1984,3661
45067,David Brinberg,6.54153,4,9,2,1983,1986,3661
45147,Morris Michael,7.801366,4,6,3,1984,1987,3661
45166,David Hughes,7.795355,4,3,3,1971,1976,3661
45454,Marie Hughes,7.886885,4,3,3,1984,1986,3661
45462,Wesley Patton,8.127049,4,3,3,1985,1986,3661
45463,Mark Slama,7.704371,4,4,3,1984,1987,3661
45464,Armen Tashchian,6.777322,4,4,3,1984,1987,3661
45348,Gary Eppen,7.630874,4,5,3,1974,1985,3661
45375,Stanley Stasch,7.828688,4,4,3,1975,1986,3661
45323,Laird Landon,9.226502,4,4,2,1977,1981,3661
45315,Robert Dolan,6.878142,4,6,3,1981,1987,3661
44775,John Bradford,6.168032,4,8,3,1979,1984,3661
44776,Lee Cooper,6.896174,4,4,2,1972,1983,3661
44779,Randall Chapman,6.840163,4,3,4,1982,1986,3661
44780,Kristian Palda,7.488797,4,4,4,1970,1987,3661
44726,Darius Sabavala,6.88142,4,2,4,1977,1981,3661
44738,John Lynch,6.87377,4,7,1,1982,1984,3661
44820,Joel Brockner,9.102185,4,16,3,1984,1987,3661
44851,Deborah John,7.107923,4,4,1,1986,1986,3661
44886,Joseph Alba,7.858196,4,3,2,1985,1987,3661
42004,Frederic Kraft,7.443169,4,6,3,1973,1983,3661
42068,S Raju,8.264754,4,4,3,1980,1986,3661
41462,Alain Jolibert,6.311748,4,4,3,1976,1982,3661
41609,Lakshman Krishnamurthi,7.062841,4,5,3,1982,1987,3661
41560,Morgan Jones,6.732513,4,3,3,1971,1982,3661
42454,Arlene Sosanie,8.142622,4,2,3,1977,1979,3661
42124,Mary Schlinger,9.068852,4,5,4,1972,1982,3661
42176,Dan Sarel,7.554644,4,5,2,1981,1986,3661
42208,George Franke,8.217486,4,8,2,1982,1987,3661
42210,Richard Lutz,7.6653,4,5,2,1972,1986,3661
42181,Nancy Stephens,8.714754,4,4,3,1982,1987,3661
42298,Sharon Beatty,8.626229,4,5,2,1986,1987,3661
42329,Biehal Gabriel,7.295628,4,1,1,1982,1986,3661
42338,Roberto Friedmann,7.096174,4,5,3,1981,1987,3661
42218,John Murphy,8.130054,4,6,2,1975,1981,3661
41104,Gerald Ferris,7.962295,4,6,3,1978,1986,3661
41061,Alice Courtney,8.418852,4,3,4,1971,1987,3661
41085,Camille Schuster,7.789617,4,5,4,1986,1987,3661
41086,Darrel Muehling,6.993169,4,5,4,1983,1987,3661
41187,Paul Schurr,7.443989,4,6,3,1985,1987,3661
41151,Fernando Robles,9.399453,4,3,3,1982,1986,3661
41131,Christopher Puto,7.128688,4,4,3,1982,1986,3661
41192,Lynn Kahle,8.025683,4,3,3,1985,1986,3661
41216,Frederick Webster,6.42295,4,5,3,1972,1980,3661
40763,Borge Obel,10.089344,4,5,2,1978,1980,3661
40716,Taylor Sims,7.80765,4,3,3,1974,1979,3661
40717,Herbert Brown,8.805191,4,4,2,1975,1987,3661
40682,Stanley Shapiro,7.992622,4,6,3,1977,1986,3661
40636,Gilbert Harrell,7.90601,4,4,3,1974,1986,3661
40809,Harsharanjeet Jagpal,8.106284,4,3,4,1975,1982,3661
40985,Lee Mathews,9.597814,4,3,4,1972,1977,3661
40986,Klaus Backhaus,9.811475,4,6,2,1976,1985,3661
40976,Edward Fern,7.310928,4,3,3,1984,1986,3661
43623,James Lang,8.477322,4,1,3,1978,1982,3661
43694,Jeffrey Danes,6.887978,4,6,4,1980,1987,3661
43534,David Lambert,8.033879,4,5,2,1977,1986,3661
43401,John Myers,6.784426,4,5,4,1968,1986,3661
43824,Patrick Dunne,7.319398,4,3,2,1977,1986,3661
43268,Catherine Schaffer,6.786338,4,3,2,1983,1987,3661
43128,Srinivas Reddy,7.159562,4,5,3,1980,1987,3661
43131,Robert Shoaf,7.111202,4,2,3,1974,1977,3661
43302,Paul Hamelman,9.033606,4,3,4,1972,1976,3661
43354,James Cagley,6.684699,4,5,3,1971,1984,3661
42528,James Hunt,7.53142,4,3,3,1985,1987,3661
42599,Teresa Domzal,7.061202,4,4,2,1983,1987,3661
42609,Kenneth Roering,7.297267,4,6,4,1976,1987,3661
42748,Wells William,11.133606,4,3,1,1965,1967,3661
42525,John Mcdonald,8.195081,4,3,2,1983,1985,3661
42508,Vincent Blasko,7.409016,4,3,3,1981,1986,3661
42481,Lewis Tucker,9.542622,4,5,3,1977,1981,3661
42557,Ronald Faber,8.359562,4,4,2,1977,1985,3661
42561,Richard Beltramini,6.618032,4,4,4,1985,1987,3661
42571,Carole Macklin,8.426775,4,4,1,1984,1985,3661
43094,Arno Rethans,10.896174,4,4,4,1984,1987,3661
43079,Stephen Keiser,8.652459,4,3,3,1976,1987,3661
43073,Ronald Curhan,7.755737,4,5,3,1972,1987,3661
42857,John Chiu,8.253825,4,3,3,1977,1981,3661
42867,Greenberg Marshall,6.955464,4,5,3,1978,1986,3661
42842,Mark Albion,7.619945,4,2,2,1980,1982,3661
42932,Michael Mills,7.131693,4,3,3,1980,1983,3661
42942,Ivan Ross,6.795355,4,8,2,1972,1986,3661
42959,Jacques Bourgeois,7.823224,4,4,4,1979,1987,3661
42960,Clint Tankersley,8.076502,4,3,3,1975,1979,3661
40202,Thomas Stevenson,8.133333,4,3,2,1979,1987,3661
40177,George Lucas,6.841803,4,7,3,1984,1987,3661
40188,Darmon Rene,7.661475,4,4,3,1977,1987,3661
39991,Charles Mayer,8.417759,4,5,3,1970,1982,3661
39972,Thomas Page,6.683606,4,6,2,1981,1984,3661
40040,Carl Zeithaml,8.14153,4,3,2,1984,1985,3661
40021,Jehiel Zif,8.156284,4,6,4,1977,1984,3661
39882,Daniel Bello,7.310928,4,4,4,1983,1986,3661
39895,Fisk Raymond,8.675956,4,2,2,1982,1987,3661
39897,Kangun Norman,7.419125,4,5,3,1975,1986,3661
40289,Thomas Speh,7.471038,4,4,3,1978,1984,3661
40276,James Johnson,8.632513,4,3,2,1978,1984,3661
40225,Anthony Herbst,6.537431,4,7,4,1984,1986,3661
40395,Jay Lindquist,7.685245,4,2,2,1982,1985,3661
40520,Ronald Stephenson,7.228688,4,4,4,1969,1981,3661
40577,James Horrell,7.678688,4,4,3,1974,1981,3661
40435,Jeffrey Sager,7.02377,4,5,2,1982,1987,3661
40433,John Mentzer,7.572404,4,6,3,1980,1987,3661
38768,Ramakrishna Krishnan,8.245628,4,7,4,1976,1987,3661
39035,John O'shaughnessy,6.489617,4,4,2,1974,1986,3661
39036,Kjell Gronhaug,7.402459,4,4,2,1978,1986,3661
38974,Paul Berger,12.030327,4,4,3,1974,1980,3661
39005,Anderson Rolph,6.99754,4,4,4,1980,1987,3661
38883,Frederick Wiseman,12.384972,4,5,2,1979,1985,3661
38864,Paul Miesing,12.174863,4,3,4,1984,1986,3661
38899,Robert Plante,8.543169,4,5,2,1984,1987,3661
38906,Howard Thompson,9.130327,4,5,3,1972,1981,3661
39371,Evans Kenneth,7.425136,4,4,4,1982,1987,3661
39373,Nikhilesh Dholakia,7.810109,4,4,3,1973,1984,3661
39129,Donald Hendon,11.098633,4,5,4,1977,1986,3661
39716,James Mcneal,7.52295,4,3,2,1967,1984,3661
39581,Lyn Amine,8.567759,4,3,3,1983,1986,3661
38667,Laurence Moore,9.857103,4,4,2,1977,1985,3661
38706,Daniel Power,8.765573,4,3,3,1984,1986,3661
38725,Peter Dickson,6.503825,4,5,2,1978,1987,3661
38440,Meir Rosenblatt,8.829508,4,3,2,1980,1987,3661
38348,John Ettlie,13.393442,4,4,3,1979,1987,3661
38374,Carl Ferguson,7.49754,4,7,3,1977,1987,3661
38344,Robert Millen,6.860382,4,4,2,1978,1986,3661
38341,Robert Bonczek,8.386065,4,2,1,1978,1980,3661
38342,Clyde Holsapple,8.386065,4,2,1,1978,1980,3661
38207,George Graen,16.566666,4,5,1,1977,1984,3661
38171,Douglas Dalrymple,7.556557,4,5,4,1971,1981,3661
38152,Everett Adam,7.682513,4,4,2,1981,1987,3661
38153,Edward Riordan,6.812295,4,6,4,1977,1983,3661
37932,Joseph Wolfe,11.176229,4,3,4,1975,1985,3661
37875,James Jucker,7.908743,4,4,3,1973,1983,3661
37988,Peter Fishburn,7.720491,4,8,2,1976,1982,3661
38019,Myron Fottler,7.687158,4,3,3,1981,1986,3661
38148,Celik Parkan,10.618852,4,3,2,1974,1981,3661
38126,Ned Freed,8.750273,4,3,1,1981,1986,3661
38038,Blackburn Joseph,6.014207,4,14,3,1980,1986,3661
38093,Abba Krieger,6.786338,4,3,3,1985,1987,3661
37770,Harold Pazer,8.107377,4,4,2,1982,1987,3661
37772,William Danko,7.110655,4,6,2,1983,1987,3661
37786,Fred Phillips,8.164207,4,6,4,1982,1986,3661
37653,K Kwak,8.039617,4,4,2,1976,1984,3661
37734,Droge Cornelia,8.438251,4,4,4,1985,1987,3661
37469,Erich Joachimsthaler,6.825409,4,8,3,1984,1987,3661
37528,Thomas Vollmann,8.952185,4,5,2,1976,1985,3661
37529,Richard Chase,9.512295,4,3,3,1983,1985,3661
56207,Pruden Henry,6.793715,4,4,2,1971,1977,3661
56068,Lonsdale Ronald,6.830601,4,4,2,1966,1986,3661
55691,Morton Scott,9.437431,4,8,1,1971,1986,3661
55783,Gerald Keim,9.14071,4,2,2,1981,1985,3661
55023,Gary Gemmill,9.632786,4,3,2,1970,1977,3661
51922,Thomas Jerdee,12.358469,4,1,3,1974,1982,3661
51314,Richard Peterson,18.51448,4,5,3,1976,1981,3661
51285,Greg Oldham,8.902459,4,12,2,1975,1986,3661
50878,Angelo Denisi,18.525683,4,5,2,1978,1986,3661
50942,Szalanski Christensen,18.51612,4,4,1,1978,1983,3661
50743,Hal Arkes,18.5153,4,7,1,1983,1987,3661
50263,Sumantra Ghoshal,9.370765,4,2,2,1986,1987,3661
52044,Thomas Mahoney,11.35765,4,6,4,1972,1983,3661
53041,Paul Hertz,7.867486,4,5,3,1976,1983,3661
52591,Preston Lee,7.89153,4,5,2,1966,1983,3661
52875,Donald Bowen,12.793442,4,2,2,1975,1986,3661
54042,Richard Vancil,11.428688,4,3,1,1972,1976,3661
53980,Raymond Bauer,8.915846,4,4,2,1966,1977,3661
58045,Jim Fultz,9.060382,4,13,1,1986,1987,3661
58048,Joseph Newman,6.92377,4,5,2,1972,1987,3661
60194,Robert Klemkosky,10.320765,4,2,3,1975,1982,3661
60228,Gary Schlarbaum,12.692076,4,3,1,1978,1981,3661
63530,Sangit Chatterjee,11.387431,4,3,2,1984,1986,3661
61506,James Lutz,7.473497,4,1,1,1980,1983,3661
61548,Warren Bilkey,8.566666,4,3,1,1977,1982,3661
60261,Maurice Joy,8.612841,4,5,3,1978,1983,3661
71077,Ansary El,7.328688,4,3,4,1972,1986,3661
71609,Arun Jain,5.903278,4,7,1,1977,1983,3661
68403,Alain Raymond,9.369945,4,3,2,1981,1987,3661
69092,Jack Herbert,7.591803,4,4,3,1976,1982,3661
69214,Miles Pamela,8.900273,4,3,3,1985,1987,3661
64184,Andrew Harvey,9.376775,4,1,2,1976,1986,3661
64395,Marc Weinberger,7.424316,4,4,3,1977,1984,3661
65240,Mac James,7.059289,3,7,3,1975,1984,3661
65553,O'guinn Thomas,9.358196,3,2,2,1983,1985,3661
66877,Berry Leonard,7.25,3,4,2,1976,1985,3661
69379,V Srinivasan,6.363934,3,6,1,1979,1983,3661
61066,John Bryson,10.370765,3,1,2,1978,1987,3661
60383,Richard Bookstaber,9.19153,3,2,2,1983,1987,3661
61249,T Lenz,7.662021,3,2,1,1982,1986,3661
61447,Lee Radebaugh,11.393989,3,2,1,1975,1984,3661
62746,Gates Roger,8.443442,3,3,3,1977,1982,3661
61729,Reginald Worthley,9.891803,3,6,2,1978,1987,3661
61959,Clarke Caywood,7.680601,3,2,2,1986,1987,3661
60211,Ronald Lease,12.691803,3,4,1,1977,1984,3661
60172,John Gould,7.416939,3,5,1,1974,1984,3661
59123,Patricia Schoenrade,10.057103,3,7,1,1986,1987,3661
54142,James Olver,7.540983,3,2,2,1987,1987,3661
53608,Stephen Doyle,8.458196,3,3,2,1980,1985,3661
53509,Bradley Gale,7.819945,3,2,2,1975,1987,3661
53345,William Davidson,11.426502,3,4,2,1982,1985,3661
52548,Richard Osborn,10.707923,3,2,2,1980,1981,3661
53038,Landis Gabel,9.068852,3,3,3,1982,1983,3661
52473,Mariann Jelinek,7.634972,3,1,3,1982,1984,3661
50266,Glinow Von,8.77295,3,1,2,1983,1985,3661
50268,Roger Clarke,10.19071,3,2,3,1979,1984,3661
50762,David Messick,10.102459,3,3,2,1986,1987,3661
50742,Jeffrey Walsh,14.63306,3,3,1,1980,1985,3661
50645,Bruce Buchanan,7.027595,3,3,2,1985,1987,3661
50388,Francis Tapon,8.115846,3,3,2,1979,1985,3661
50451,Horim Ben,9.863661,3,4,2,1982,1986,3661
50898,Wood Robert,17.533606,3,3,2,1980,1983,3661
50919,Jon Pierce,9.371038,3,2,2,1976,1984,3661
50920,Randall Dunham,9.370765,3,3,2,1975,1984,3661
50879,Thomas Cafferty,19.52459,3,4,2,1984,1986,3661
51068,Donald Schwab,9.36612,3,3,3,1976,1983,3661
51108,Charles Samuelson,9.103825,3,8,2,1984,1986,3661
51112,Kendrith Rowland,8.180327,3,3,3,1973,1980,3661
51441,Thomas Taber,14.611748,3,3,1,1980,1980,3661
51442,Edward Conlon,9.576775,3,1,2,1978,1980,3661
51436,Rabindra Kanungo,8.025136,3,2,3,1980,1987,3661
51474,Carolyn Jagacinski,19.513114,3,2,1,1978,1980,3661
51312,Kimberly Boal,9.371038,3,2,3,1981,1987,3661
51577,Gordon O'brien,18.51612,3,3,1,1974,1979,3661
51631,John Carroll,7.551092,3,6,2,1977,1987,3661
54684,Richard Wokutch,9.520765,3,3,2,1983,1987,3661
54415,William Shanklin,9.542622,3,2,3,1981,1984,3661
54912,Nobuaki Namiki,10.877322,3,3,1,1983,1984,3661
55061,James Stafford,7.840983,3,3,2,1969,1972,3661
55833,Austin Larry,7.760109,3,5,3,1976,1980,3661
56360,Lange Irene,8.179508,3,2,2,1977,1977,3661
56444,Baloff Nicholas,8.624316,3,2,2,1971,1973,3661
56322,Tesar George,8.56612,3,4,2,1974,1979,3661
56043,Willett Ronald,8.033333,3,2,1,1967,1969,3661
56051,Mccullough James,7.24071,3,5,2,1976,1985,3661
56006,Witt Robert,8.352459,3,1,1,1970,1972,3661
56012,Ozanne Urban,7.284972,3,2,1,1970,1971,3661
55992,Kollat David,8.061475,3,3,1,1967,1970,3661
56033,Curtis Hamm,8.826775,3,4,2,1969,1983,3661
55920,Fohn Monoky,9.086612,3,4,3,1972,1977,3661
56244,Khera Inder,8.561202,3,3,3,1970,1977,3661
56274,Eugene Klippel,8.396994,3,3,2,1974,1976,3661
56276,Gilson Christopher,9.740983,3,1,1,1974,1979,3661
56098,Lo Leonard,10.134972,3,2,1,1966,1967,3661
56133,Halbert Michael,6.786612,3,2,1,1965,1966,3661
37525,James Sweigart,8.008196,3,2,1,1976,1982,3661
37452,Hill Arthur,13.560382,3,4,1,1982,1983,3661
37422,Lee Krajewski,8.088797,3,4,3,1984,1987,3661
37681,Joel Steckel,6.07295,3,7,3,1985,1987,3661
37648,Richard Mcclure,11.113661,3,3,1,1979,1987,3661
37793,James Freeland,8.170491,3,12,2,1977,1981,3661
37795,Hon Lau,11.583606,3,2,2,1978,1982,3661
37784,Donald Ballou,9.107103,3,1,2,1982,1987,3661
37747,Cynthia Fraser,6.337704,3,6,2,1982,1984,3661
38078,Thomas Saaty,6.634972,3,4,3,1980,1982,3661
